51 - Percentage of women aged 20-24 years old who were married or in a union before age 18

Indicator Name,Region,Country Code,Country,Year,Sex,Value,LowerBound,UpperBound,NatureDataID,OriginDataID,Footnote1,Footnote2,Footnote3,Footnote4,Footnote5,Footnote6,Coverage
Percentage of women aged 20-24 years old who were married or in a union before age 18,Southern Asia,524,Nepal,2011,Female,40.7,-,-,1,1,-,-,-,-,-,-,-
Percentage of women aged 20-24 years old who were married or in a union before age 18,Southern Asia,524,Nepal,2014,Female,36.6,-,-,1,1,-,-,-,-,-,-,-
Percentage of women aged 20-24 years old who were married or in a union before age 18,Southern Asia,586,Pakistan,2006,Female,24,-,-,1,1,-,-,-,-,-,-,-
Percentage of women aged 20-24 years old who were married or in a union before age 18,Southern Asia,586,Pakistan,2012,Female,21,-,-,1,1,-,-,-,-,-,-,-
Percentage of women aged 20-24 years old who were married or in a union before age 18,Southern Asia,586,Pakistan,2013,Female,21,-,-,1,1,-,-,-,-,-,-,-
Percentage of women aged 20-24 years old who were married or in a union before age 18,Developed regions,8,Albania,2008,Female,9.6,-,-,1,1,-,-,-,-,-,-,-
Percentage of women aged 20-24 years old who were married or in a union before age 18,Developed regions,8,Albania,2009,Female,9.6,-,-,1,1,-,-,-,-,-,-,-
Percentage of women aged 20-24 years old who were married or in a union before age 18,Developed regions,70,Bosnia and Herzegovina,2006,Female,5.5,-,-,1,1,-,-,-,-,-,-,-
Percentage of women aged 20-24 years old who were married or in a union before age 18,Developed regions,70,Bosnia and Herzegovina,2011,Female,3.5,-,-,1,1,-,-,-,-,-,-,-
Percentage of women aged 20-24 years old who were married or in a union before age 18,Developed regions,70,Bosnia and Herzegovina,2012,Female,3.5,-,-,1,1,-,-,-,-,-,-,-
Percentage of women aged 20-24 years old who were married or in a union before age 18,Developed regions,112,Belarus,2005,Female,6.6,-,-,1,1,-,-,-,-,-,-,-
Percentage of women aged 20-24 years old who were married or in a union before age 18,Developed regions,112,Belarus,2012,Female,3.2,-,-,1,1,-,-,-,-,-,-,-
Percentage of women aged 20-24 years old who were married or in a union before age 18,Developed regions,498,Republic of Moldova,2005,Female,18.9,-,-,1,1,-,-,-,-,-,-,-
Percentage of women aged 20-24 years old who were married or in a union before age 18,Developed regions,498,Republic of Moldova,2012,Female,12.2,-,-,1,1,-,-,-,-,-,-,-
Percentage of women aged 20-24 years old who were married or in a union before age 18,Developed regions,499,Montenegro,2005,Female,4.8,-,-,1,1,-,-,-,-,-,-,-
Percentage of women aged 20-24 years old who were married or in a union before age 18,Developed regions,499,Montenegro,2013,Female,4.5,-,-,1,1,-,-,-,-,-,-,-
Percentage of women aged 20-24 years old who were married or in a union before age 18,Developed regions,688,Serbia,2010,Female,5,-,-,1,1,-,-,-,-,-,-,-
Percentage of women aged 20-24 years old who were married or in a union before age 18,Developed regions,688,Serbia,2014,Female,3.2,-,-,1,1,-,-,-,-,-,-,-
Percentage of women aged 20-24 years old who were married or in a union before age 18,Developed regions,804,Ukraine,2007,Female,9.9,-,-,1,1,-,-,-,-,-,-,-
Percentage of women aged 20-24 years old who were married or in a union before age 18,Developed regions,804,Ukraine,2012,Female,9.1,-,-,1,1,-,-,-,-,-,-,-
Percentage of women aged 20-24 years old who were married or in a union before age 18,Developed regions,807,The former Yugoslav Republic of Macedonia,2011,Female,6.9,-,-,1,1,-,-,-,-,-,-,-
Percentage of women aged 20-24 years old who were married or in a union before age 18,Northern Africa,12,Algeria,2006,Female,1.8,-,-,1,1,-,-,-,-,-,-,-
Percentage of women aged 20-24 years old who were married or in a union before age 18,Northern Africa,12,Algeria,2013,Female,2.5,-,-,1,1,-,-,-,-,-,-,-
Percentage of women aged 20-24 years old who were married or in a union before age 18,Northern Africa,504,Morocco,2003,Female,15.9,-,-,1,1,-,-,-,-,-,-,-
Percentage of women aged 20-24 years old who were married or in a union before age 18,Northern Africa,504,Morocco,2004,Female,15.9,-,-,1,1,-,-,-,-,-,-,-
Percentage of women aged 20-24 years old who were married or in a union before age 18,Northern Africa,788,Tunisia,2011,Female,1.6,-,-,1,1,-,-,-,-,-,-,-
Percentage of women aged 20-24 years old who were married or in a union before age 18,Northern Africa,788,Tunisia,2012,Female,1.6,-,-,1,1,-,-,-,-,-,-,-
Percentage of women aged 20-24 years old who were married or in a union before age 18,Northern Africa,818,Egypt,2008,Female,16.6,-,-,1,1,-,-,-,-,-,-,-
Percentage of women aged 20-24 years old who were married or in a union before age 18,Northern Africa,818,Egypt,2014,Female,17.4,-,-,1,1,-,-,-,-,-,-,-
Percentage of women aged 20-24 years old who were married or in a union before age 18,Oceania,90,Solomon Islands,2007,Female,22.4,-,-,1,1,-,-,-,-,-,-,-
Percentage of women aged 20-24 years old who were married or in a union before age 18,Oceania,296,Kiribati,2009,Female,20.3,-,-,1,1,-,-,-,-,-,-,-
Percentage of women aged 20-24 years old who were married or in a union before age 18,Oceania,520,Nauru,2007,Female,26.8,-,-,1,1,-,-,-,-,-,-,-
Percentage of women aged 20-24 years old who were married or in a union before age 18,Oceania,548,Vanuatu,2007,Female,27.1,-,-,1,1,-,-,-,-,-,-,-
Percentage of women aged 20-24 years old who were married or in a union before age 18,Oceania,548,Vanuatu,2013,Female,21.4,-,-,1,1,-,-,-,-,-,-,-
Percentage of women aged 20-24 years old who were married or in a union before age 18,Oceania,584,Marshall Islands,2007,Female,26.3,-,-,1,1,-,-,-,-,-,-,-
Percentage of women aged 20-24 years old who were married or in a union before age 18,Oceania,598,Papua New Guinea,2006,Female,21.3,-,-,1,1,-,-,-,-,-,-,-
Percentage of women aged 20-24 years old who were married or in a union before age 18,Oceania,776,Tonga,2012,Female,5.6,-,-,1,1,-,-,-,-,-,-,-
Percentage of women aged 20-24 years old who were married or in a union before age 18,Oceania,798,Tuvalu,2007,Female,9.9,-,-,1,1,-,-,-,-,-,-,-
Percentage of women aged 20-24 years old who were married or in a union before age 18,Oceania,882,Samoa,2014,Female,10.8,-,-,1,1,-,-,-,-,-,-,-
Percentage of women aged 20-24 years old who were married or in a union before age 18,Sub-Saharan Africa,108,Burundi,2010,Female,20.4,-,-,1,1,-,-,-,-,-,-,-
Percentage of women aged 20-24 years old who were married or in a union before age 18,Sub-Saharan Africa,120,Cameroon,2006,Female,36.3,-,-,1,1,-,-,-,-,-,-,-
Percentage of women aged 20-24 years old who were married or in a union before age 18,Sub-Saharan Africa,120,Cameroon,2011,Female,38.4,-,-,1,1,-,-,-,-,-,-,-
Percentage of women aged 20-24 years old who were married or in a union before age 18,Sub-Saharan Africa,132,Cabo Verde,2005,Female,18,-,-,1,1,-,-,-,-,-,-,-
Percentage of women aged 20-24 years old who were married or in a union before age 18,Sub-Saharan Africa,140,Central African Republic,2010,Female,67.9,-,-,1,1,-,-,-,-,-,-,-
Percentage of women aged 20-24 years old who were married or in a union before age 18,Sub-Saharan Africa,148,Chad,2010,Female,68.1,-,-,1,1,-,-,-,-,-,-,-
Percentage of women aged 20-24 years old who were married or in a union before age 18,Sub-Saharan Africa,174,Comoros,2012,Female,31.6,-,-,1,1,-,-,-,-,-,-,-
Percentage of women aged 20-24 years old who were married or in a union before age 18,Sub-Saharan Africa,178,Congo,2009,Female,33.3,-,-,1,1,-,-,-,-,-,-,-
Percentage of women aged 20-24 years old who were married or in a union before age 18,Sub-Saharan Africa,178,Congo,2011,Female,32.6,-,-,1,1,-,-,-,-,-,-,-
Percentage of women aged 20-24 years old who were married or in a union before age 18,Sub-Saharan Africa,178,Congo,2012,Female,32.6,-,-,1,1,-,-,-,-,-,-,-
Percentage of women aged 20-24 years old who were married or in a union before age 18,Sub-Saharan Africa,180,Democratic Republic of the Congo,2010,Female,39.4,-,-,1,1,-,-,-,-,-,-,-
Percentage of women aged 20-24 years old who were married or in a union before age 18,Sub-Saharan Africa,180,Democratic Republic of the Congo,2014,Female,37.3,-,-,1,1,-,-,-,-,-,-,-
Percentage of women aged 20-24 years old who were married or in a union before age 18,Sub-Saharan Africa,204,Benin,2006,Female,34.4,-,-,1,1,-,-,-,-,-,-,-
Percentage of women aged 20-24 years old who were married or in a union before age 18,Sub-Saharan Africa,204,Benin,2011,Female,31.9,-,-,1,1,-,-,-,-,-,-,-
Percentage of women aged 20-24 years old who were married or in a union before age 18,Sub-Saharan Africa,204,Benin,2012,Female,31.9,-,-,1,1,-,-,-,-,-,-,-
Percentage of women aged 20-24 years old who were married or in a union before age 18,Sub-Saharan Africa,226,Equatorial Guinea,2011,Female,29.5,-,-,1,1,-,-,-,-,-,-,-
Percentage of women aged 20-24 years old who were married or in a union before age 18,Sub-Saharan Africa,231,Ethiopia,2011,Female,41,-,-,1,1,-,-,-,-,-,-,-
Percentage of women aged 20-24 years old who were married or in a union before age 18,Sub-Saharan Africa,232,Eritrea,2010,Female,40.7,-,-,1,1,-,-,-,-,-,-,-
Percentage of women aged 20-24 years old who were married or in a union before age 18,Sub-Saharan Africa,232,Eritrea,2002,Female,47,-,-,1,1,-,-,-,-,-,-,-
Percentage of women aged 20-24 years old who were married or in a union before age 18,Sub-Saharan Africa,262,Djibouti,2006,Female,5.4,-,-,1,1,-,-,-,-,-,-,-
Percentage of women aged 20-24 years old who were married or in a union before age 18,Sub-Saharan Africa,266,Gabon,2000,Female,33.6,-,-,1,1,-,-,-,-,-,-,-
Percentage of women aged 20-24 years old who were married or in a union before age 18,Sub-Saharan Africa,266,Gabon,2012,Female,21.9,-,-,1,1,-,-,-,-,-,-,-
Percentage of women aged 20-24 years old who were married or in a union before age 18,Sub-Saharan Africa,270,Gambia,2010,Female,36.4,-,-,1,1,-,-,-,-,-,-,-
Percentage of women aged 20-24 years old who were married or in a union before age 18,Sub-Saharan Africa,270,Gambia,2013,Female,30.4,-,-,1,1,-,-,-,-,-,-,-
Percentage of women aged 20-24 years old who were married or in a union before age 18,Sub-Saharan Africa,288,Ghana,2011,Female,20.7,-,-,1,1,-,-,-,-,-,-,-
Percentage of women aged 20-24 years old who were married or in a union before age 18,Sub-Saharan Africa,288,Ghana,2014,Female,20.7,-,-,1,1,-,-,-,-,-,-,-
Percentage of women aged 20-24 years old who were married or in a union before age 18,Sub-Saharan Africa,324,Guinea,2005,Female,63.1,-,-,1,1,-,-,-,-,-,-,-
Percentage of women aged 20-24 years old who were married or in a union before age 18,Sub-Saharan Africa,324,Guinea,2012,Female,51.7,-,-,1,1,-,-,-,-,-,-,-
Percentage of women aged 20-24 years old who were married or in a union before age 18,Sub-Saharan Africa,384,Côte d'Ivoire,2005,Female,34.5,-,-,1,1,-,-,-,-,-,-,-
Percentage of women aged 20-24 years old who were married or in a union before age 18,Sub-Saharan Africa,384,Côte d'Ivoire,2011,Female,33.2,-,-,1,1,-,-,-,-,-,-,-
Percentage of women aged 20-24 years old who were married or in a union before age 18,Sub-Saharan Africa,384,Côte d'Ivoire,2012,Female,33.2,-,-,1,1,-,-,-,-,-,-,-
Percentage of women aged 20-24 years old who were married or in a union before age 18,Sub-Saharan Africa,404,Kenya,2008,Female,26.4,-,-,1,1,-,-,-,-,-,-,-
Percentage of women aged 20-24 years old who were married or in a union before age 18,Sub-Saharan Africa,404,Kenya,2014,Female,22.9,-,-,1,1,-,-,-,-,-,-,-
Percentage of women aged 20-24 years old who were married or in a union before age 18,Sub-Saharan Africa,426,Lesotho,2009,Female,18.8,-,-,1,1,-,-,-,-,-,-,-
Percentage of women aged 20-24 years old who were married or in a union before age 18,Sub-Saharan Africa,430,Liberia,2007,Female,37.9,-,-,1,1,-,-,-,-,-,-,-
Percentage of women aged 20-24 years old who were married or in a union before age 18,Sub-Saharan Africa,430,Liberia,2013,Female,35.9,-,-,1,1,-,-,-,-,-,-,-
Percentage of women aged 20-24 years old who were married or in a union before age 18,Sub-Saharan Africa,450,Madagascar,2008,Female,48.2,-,-,1,1,-,-,-,-,-,-,-
Percentage of women aged 20-24 years old who were married or in a union before age 18,Sub-Saharan Africa,450,Madagascar,2012,Female,41.2,-,-,1,1,-,-,-,-,-,-,-
Percentage of women aged 20-24 years old who were married or in a union before age 18,Sub-Saharan Africa,450,Madagascar,2013,Female,41.2,-,-,1,1,-,-,-,-,-,-,-
Percentage of women aged 20-24 years old who were married or in a union before age 18,Sub-Saharan Africa,454,Malawi,2010,Female,49.6,-,-,1,1,-,-,-,-,-,-,-
Percentage of women aged 20-24 years old who were married or in a union before age 18,Sub-Saharan Africa,454,Malawi,2014,Female,46.3,-,-,1,1,-,-,-,-,-,-,-
Percentage of women aged 20-24 years old who were married or in a union before age 18,Sub-Saharan Africa,466,Mali,2010,Female,55,-,-,1,1,-,-,-,-,-,-,-
Percentage of women aged 20-24 years old who were married or in a union before age 18,Sub-Saharan Africa,478,Mauritania,2007,Female,35.4,-,-,1,1,-,-,-,-,-,-,-
Percentage of women aged 20-24 years old who were married or in a union before age 18,Sub-Saharan Africa,478,Mauritania,2011,Female,34.3,-,-,1,1,-,-,-,-,-,-,-
Percentage of women aged 20-24 years old who were married or in a union before age 18,Sub-Saharan Africa,508,Mozambique,2009,Female,56.2,-,-,1,1,-,-,-,-,-,-,-
Percentage of women aged 20-24 years old who were married or in a union before age 18,Sub-Saharan Africa,508,Mozambique,2011,Female,48.2,-,-,1,1,-,-,-,-,-,-,-
Percentage of women aged 20-24 years old who were married or in a union before age 18,Sub-Saharan Africa,516,Namibia,2006,Female,8.6,-,-,1,1,-,-,-,-,-,-,-
Percentage of women aged 20-24 years old who were married or in a union before age 18,Sub-Saharan Africa,516,Namibia,2013,Female,6.9,-,-,1,1,-,-,-,-,-,-,-
Percentage of women aged 20-24 years old who were married or in a union before age 18,Sub-Saharan Africa,562,Niger,2006,Female,74.5,-,-,1,1,-,-,-,-,-,-,-
Percentage of women aged 20-24 years old who were married or in a union before age 18,Sub-Saharan Africa,562,Niger,2012,Female,76.3,-,-,1,1,-,-,-,-,-,-,-
Percentage of women aged 20-24 years old who were married or in a union before age 18,Sub-Saharan Africa,566,Nigeria,2008,Female,39.4,-,-,1,1,-,-,-,-,-,-,-
Percentage of women aged 20-24 years old who were married or in a union before age 18,Sub-Saharan Africa,566,Nigeria,2013,Female,42.8,-,-,1,1,-,-,-,-,-,-,-
Percentage of women aged 20-24 years old who were married or in a union before age 18,Sub-Saharan Africa,624,Guinea-Bissau,2010,Female,22,-,-,1,1,-,-,-,-,-,-,-
Percentage of women aged 20-24 years old who were married or in a union before age 18,Sub-Saharan Africa,646,Rwanda,2010,Female,8.1,-,-,1,1,-,-,-,-,-,-,-
Percentage of women aged 20-24 years old who were married or in a union before age 18,Sub-Saharan Africa,678,Sao Tome and Principe,2008,Female,34.4,-,-,1,1,-,-,-,-,-,-,-
Percentage of women aged 20-24 years old who were married or in a union before age 18,Sub-Saharan Africa,678,Sao Tome and Principe,2009,Female,34.4,-,-,1,1,-,-,-,-,-,-,-
Percentage of women aged 20-24 years old who were married or in a union before age 18,Sub-Saharan Africa,686,Senegal,2010,Female,32.9,-,-,1,1,-,-,-,-,-,-,-
Percentage of women aged 20-24 years old who were married or in a union before age 18,Sub-Saharan Africa,686,Senegal,2014,Female,32.3,-,-,1,1,-,-,-,-,-,-,-
Percentage of women aged 20-24 years old who were married or in a union before age 18,Sub-Saharan Africa,694,Sierra Leone,2010,Female,43.7,-,-,1,1,-,-,-,-,-,-,-
Percentage of women aged 20-24 years old who were married or in a union before age 18,Sub-Saharan Africa,694,Sierra Leone,2013,Female,38.9,-,-,1,1,-,-,-,-,-,-,-
Percentage of women aged 20-24 years old who were married or in a union before age 18,Sub-Saharan Africa,706,Somalia,2006,Female,45.3,-,-,1,1,-,-,-,-,-,-,-
Percentage of women aged 20-24 years old who were married or in a union before age 18,Sub-Saharan Africa,710,South Africa,2003,Female,5.6,-,-,1,1,-,-,-,-,-,-,-
Percentage of women aged 20-24 years old who were married or in a union before age 18,Sub-Saharan Africa,716,Zimbabwe,2010,Female,30.5,-,-,1,1,-,-,-,-,-,-,-
Percentage of women aged 20-24 years old who were married or in a union before age 18,Sub-Saharan Africa,716,Zimbabwe,2014,Female,33.5,-,-,1,1,-,-,-,-,-,-,-
Percentage of women aged 20-24 years old who were married or in a union before age 18,Sub-Saharan Africa,728,South Sudan,2010,Female,51.5,-,-,1,1,-,-,-,-,-,-,-
Percentage of women aged 20-24 years old who were married or in a union before age 18,Sub-Saharan Africa,729,Sudan,2010,Female,32.9,-,-,1,1,-,-,-,-,-,-,-
Percentage of women aged 20-24 years old who were married or in a union before age 18,Sub-Saharan Africa,748,Swaziland,2010,Female,6.5,-,-,1,1,-,-,-,-,-,-,-
Percentage of women aged 20-24 years old who were married or in a union before age 18,Sub-Saharan Africa,768,Togo,2010,Female,25.2,-,-,1,1,-,-,-,-,-,-,-
Percentage of women aged 20-24 years old who were married or in a union before age 18,Sub-Saharan Africa,768,Togo,2014,Female,21.8,-,-,1,1,-,-,-,-,-,-,-
Percentage of women aged 20-24 years old who were married or in a union before age 18,Sub-Saharan Africa,800,Uganda,2011,Female,39.7,-,-,1,1,-,-,-,-,-,-,-
Percentage of women aged 20-24 years old who were married or in a union before age 18,Sub-Saharan Africa,834,United Republic of Tanzania,2010,Female,36.9,-,-,1,1,-,-,-,-,-,-,-
Percentage of women aged 20-24 years old who were married or in a union before age 18,Sub-Saharan Africa,854,Burkina Faso,2010,Female,51.6,-,-,1,1,-,-,-,-,-,-,-
Percentage of women aged 20-24 years old who were married or in a union before age 18,Sub-Saharan Africa,894,Zambia,2007,Female,41.6,-,-,1,1,-,-,-,-,-,-,-
Percentage of women aged 20-24 years old who were married or in a union before age 18,Sub-Saharan Africa,894,Zambia,2014,Female,31.4,-,-,1,1,-,-,-,-,-,-,-
Percentage of women aged 20-24 years old who were married or in a union before age 18,Latin America and the Caribbean,52,Barbados,2012,Female,10.7,-,-,1,1,-,-,-,-,-,-,-
Percentage of women aged 20-24 years old who were married or in a union before age 18,Latin America and the Caribbean,68,Bolivia (Plurinational State of),2008,Female,21.7,-,-,1,1,-,-,-,-,-,-,-
Percentage of women aged 20-24 years old who were married or in a union before age 18,Latin America and the Caribbean,76,Brazil,2006,Female,35.6,-,-,1,1,-,-,-,-,-,-,-
Percentage of women aged 20-24 years old who were married or in a union before age 18,Latin America and the Caribbean,84,Belize,2011,Female,25.9,-,-,1,1,-,-,-,-,-,-,-
Percentage of women aged 20-24 years old who were married or in a union before age 18,Latin America and the Caribbean,170,Colombia,2010,Female,23,-,-,1,1,-,-,-,-,-,-,-
Percentage of women aged 20-24 years old who were married or in a union before age 18,Latin America and the Caribbean,188,Costa Rica,2011,Female,21.2,-,-,1,1,-,-,-,-,-,-,-
Percentage of women aged 20-24 years old who were married or in a union before age 18,Latin America and the Caribbean,192,Cuba,2010,Female,40.4,-,-,1,1,-,-,-,-,-,-,-
Percentage of women aged 20-24 years old who were married or in a union before age 18,Latin America and the Caribbean,192,Cuba,2014,Female,26,-,-,1,1,-,-,-,-,-,-,-
Percentage of women aged 20-24 years old who were married or in a union before age 18,Latin America and the Caribbean,214,Dominican Republic,2009,Female,40.8,-,-,1,1,-,-,-,-,-,-,-
Percentage of women aged 20-24 years old who were married or in a union before age 18,Latin America and the Caribbean,214,Dominican Republic,2013,Female,36.5,-,-,1,1,-,-,-,-,-,-,-
Percentage of women aged 20-24 years old who were married or in a union before age 18,Latin America and the Caribbean,218,Ecuador,2004,Female,22.2,-,-,1,1,-,-,-,-,-,-,-
Percentage of women aged 20-24 years old who were married or in a union before age 18,Latin America and the Caribbean,222,El Salvador,2008,Female,25.4,-,-,1,1,-,-,-,-,-,-,-
Percentage of women aged 20-24 years old who were married or in a union before age 18,Latin America and the Caribbean,320,Guatemala,2008,Female,30.3,-,-,1,1,-,-,-,-,-,-,-
Percentage of women aged 20-24 years old who were married or in a union before age 18,Latin America and the Caribbean,320,Guatemala,2009,Female,30.3,-,-,1,1,-,-,-,-,-,-,-
Percentage of women aged 20-24 years old who were married or in a union before age 18,Latin America and the Caribbean,328,Guyana,2009,Female,23,-,-,1,1,-,-,-,-,-,-,-
Percentage of women aged 20-24 years old who were married or in a union before age 18,Latin America and the Caribbean,332,Haiti,2005,Female,29.9,-,-,1,1,-,-,-,-,-,-,-
Percentage of women aged 20-24 years old who were married or in a union before age 18,Latin America and the Caribbean,332,Haiti,2012,Female,17.5,-,-,1,1,-,-,-,-,-,-,-
Percentage of women aged 20-24 years old who were married or in a union before age 18,Latin America and the Caribbean,340,Honduras,2005,Female,38.8,-,-,1,1,-,-,-,-,-,-,-
Percentage of women aged 20-24 years old who were married or in a union before age 18,Latin America and the Caribbean,340,Honduras,2011,Female,33.6,-,-,1,1,-,-,-,-,-,-,-
Percentage of women aged 20-24 years old who were married or in a union before age 18,Latin America and the Caribbean,340,Honduras,2012,Female,33.6,-,-,1,1,-,-,-,-,-,-,-
Percentage of women aged 20-24 years old who were married or in a union before age 18,Latin America and the Caribbean,388,Jamaica,2005,Female,8.6,-,-,1,1,-,-,-,-,-,-,-
Percentage of women aged 20-24 years old who were married or in a union before age 18,Latin America and the Caribbean,388,Jamaica,2011,Female,7.9,-,-,1,1,-,-,-,-,-,-,-
Percentage of women aged 20-24 years old who were married or in a union before age 18,Latin America and the Caribbean,484,Mexico,2009,Female,22.9,-,-,1,1,-,-,-,-,-,-,-
Percentage of women aged 20-24 years old who were married or in a union before age 18,Latin America and the Caribbean,558,Nicaragua,2006,Female,40.6,-,-,1,1,-,-,-,-,-,-,-
Percentage of women aged 20-24 years old who were married or in a union before age 18,Latin America and the Caribbean,591,Panama,2013,Female,26.4,-,-,1,1,-,-,-,-,-,-,-
Percentage of women aged 20-24 years old who were married or in a union before age 18,Latin America and the Caribbean,600,Paraguay,2004,Female,17.9,-,-,1,1,-,-,-,-,-,-,-
Percentage of women aged 20-24 years old who were married or in a union before age 18,Latin America and the Caribbean,604,Peru,2011,Female,18.8,-,-,1,1,-,-,-,-,-,-,-
Percentage of women aged 20-24 years old who were married or in a union before age 18,Latin America and the Caribbean,604,Peru,2012,Female,19.1,-,-,1,1,-,-,-,-,-,-,-
Percentage of women aged 20-24 years old who were married or in a union before age 18,Latin America and the Caribbean,604,Peru,2014,Female,18.6,-,-,1,1,-,-,-,-,-,-,-
Percentage of women aged 20-24 years old who were married or in a union before age 18,Latin America and the Caribbean,662,Saint Lucia,2012,Female,7.5,-,-,1,1,-,-,-,-,-,-,-
Percentage of women aged 20-24 years old who were married or in a union before age 18,Latin America and the Caribbean,740,Suriname,2010,Female,18.8,-,-,1,1,-,-,-,-,-,-,-
Percentage of women aged 20-24 years old who were married or in a union before age 18,Latin America and the Caribbean,740,Suriname,2006,Female,19.1,-,-,1,1,-,-,-,-,-,-,-
Percentage of women aged 20-24 years old who were married or in a union before age 18,Latin America and the Caribbean,780,Trinidad and Tobago,2006,Female,8.1,-,-,1,1,-,-,-,-,-,-,-
Percentage of women aged 20-24 years old who were married or in a union before age 18,Latin America and the Caribbean,858,Uruguay,2013,Female,24.6,-,-,1,1,-,-,-,-,-,-,-
Percentage of women aged 20-24 years old who were married or in a union before age 18,Caucasus and Central Asia,31,Azerbaijan,2006,Female,12.2,-,-,1,1,-,-,-,-,-,-,-
Percentage of women aged 20-24 years old who were married or in a union before age 18,Caucasus and Central Asia,31,Azerbaijan,2011,Female,11,-,-,1,1,-,-,-,-,-,-,-
Percentage of women aged 20-24 years old who were married or in a union before age 18,Caucasus and Central Asia,51,Armenia,2010,Female,7.2,-,-,1,1,-,-,-,-,-,-,-
Percentage of women aged 20-24 years old who were married or in a union before age 18,Caucasus and Central Asia,268,Georgia,2010,Female,14,-,-,1,1,-,-,-,-,-,-,-
Percentage of women aged 20-24 years old who were married or in a union before age 18,Caucasus and Central Asia,398,Kazakhstan,2010,Female,6.1,-,-,1,1,-,-,-,-,-,-,-
Percentage of women aged 20-24 years old who were married or in a union before age 18,Caucasus and Central Asia,398,Kazakhstan,2011,Female,6.1,-,-,1,1,-,-,-,-,-,-,-
Percentage of women aged 20-24 years old who were married or in a union before age 18,Caucasus and Central Asia,417,Kyrgyzstan,2005,Female,10.4,-,-,1,1,-,-,-,-,-,-,-
Percentage of women aged 20-24 years old who were married or in a union before age 18,Caucasus and Central Asia,417,Kyrgyzstan,2012,Female,7.8,-,-,1,1,-,-,-,-,-,-,-
Percentage of women aged 20-24 years old who were married or in a union before age 18,Caucasus and Central Asia,417,Kyrgyzstan,2014,Female,11.6,-,-,1,1,-,-,-,-,-,-,-
Percentage of women aged 20-24 years old who were married or in a union before age 18,Caucasus and Central Asia,762,Tajikistan,2005,Female,12.7,-,-,1,1,-,-,-,-,-,-,-
Percentage of women aged 20-24 years old who were married or in a union before age 18,Caucasus and Central Asia,762,Tajikistan,2012,Female,11.6,-,-,1,1,-,-,-,-,-,-,-
Percentage of women aged 20-24 years old who were married or in a union before age 18,Caucasus and Central Asia,795,Turkmenistan,2006,Female,7.3,-,-,1,1,-,-,-,-,-,-,-
Percentage of women aged 20-24 years old who were married or in a union before age 18,Caucasus and Central Asia,860,Uzbekistan,2006,Female,7.2,-,-,1,1,-,-,-,-,-,-,-
Percentage of women aged 20-24 years old who were married or in a union before age 18,Western Asia,275,State of Palestine,2010,Female,20.6,-,-,1,1,-,-,-,-,-,-,-
Percentage of women aged 20-24 years old who were married or in a union before age 18,Western Asia,275,State of Palestine,2004,Female,18.9,-,-,1,1,-,-,-,-,-,-,-
Percentage of women aged 20-24 years old who were married or in a union before age 18,Western Asia,275,State of Palestine,2014,Female,15.3,-,-,1,1,-,-,-,-,-,-,-
Percentage of women aged 20-24 years old who were married or in a union before age 18,Western Asia,368,Iraq,2006,Female,17,-,-,1,1,-,-,-,-,-,-,-
Percentage of women aged 20-24 years old who were married or in a union before age 18,Western Asia,368,Iraq,2011,Female,24.3,-,-,1,1,-,-,-,-,-,-,-
