41 - Life expectancy at age 60  by sex

Indicator Name,Region,Country Code,Country,Year,Sex,Value,LowerBound,UpperBound,NatureDataID,OriginDataID,Footnote1,Footnote2,Footnote3,Footnote4,Footnote5,Footnote6,Coverage
Life expectancy at age 60  by sex,Southern Asia,64,Bhutan,2005,Male,19.22,-,-,3,2,0,0,0,0,0,-,-
Life expectancy at age 60  by sex,Southern Asia,64,Bhutan,2005,Both sexes,19.19,-,-,3,2,0,0,0,0,0,-,-
Life expectancy at age 60  by sex,Southern Asia,64,Bhutan,2010,Female,20.12,-,-,3,2,0,0,0,0,0,-,-
Life expectancy at age 60  by sex,Southern Asia,64,Bhutan,2010,Male,20.17,-,-,3,2,0,0,0,0,0,0,-
Life expectancy at age 60  by sex,Southern Asia,64,Bhutan,2010,Both sexes,20.17,-,-,3,2,0,0,0,0,0,-,-
Life expectancy at age 60  by sex,Southern Asia,64,Bhutan,1995,Female,16.87,-,-,3,2,0,0,0,0,0,-,-
Life expectancy at age 60  by sex,Southern Asia,64,Bhutan,1995,Male,17.11,-,-,3,2,0,0,0,0,0,-,-
Life expectancy at age 60  by sex,Southern Asia,64,Bhutan,1995,Both sexes,17,-,-,3,2,0,0,0,0,0,-,-
Life expectancy at age 60  by sex,Southern Asia,144,Sri Lanka,2000,Female,21.67,-,-,3,2,0,0,0,0,0,-,-
Life expectancy at age 60  by sex,Southern Asia,144,Sri Lanka,2000,Male,18.26,-,-,3,2,0,0,0,0,0,-,-
Life expectancy at age 60  by sex,Southern Asia,144,Sri Lanka,2000,Both sexes,19.97,-,-,3,2,0,0,0,0,0,-,-
Life expectancy at age 60  by sex,Southern Asia,144,Sri Lanka,2005,Female,21.78,-,-,3,2,0,0,0,0,0,-,-
Life expectancy at age 60  by sex,Southern Asia,144,Sri Lanka,2005,Male,18.19,-,-,3,2,0,0,0,0,0,-,-
Life expectancy at age 60  by sex,Southern Asia,144,Sri Lanka,2005,Both sexes,20.03,-,-,3,2,0,0,0,0,0,-,-
Life expectancy at age 60  by sex,Southern Asia,144,Sri Lanka,2010,Female,21.6,-,-,3,2,0,0,0,0,0,-,-
Life expectancy at age 60  by sex,Southern Asia,144,Sri Lanka,2010,Male,19.09,-,-,3,2,0,0,0,0,0,0,-
Life expectancy at age 60  by sex,Southern Asia,144,Sri Lanka,2010,Both sexes,20.44,-,-,3,2,0,0,0,0,0,-,-
Life expectancy at age 60  by sex,Southern Asia,144,Sri Lanka,1995,Female,18.31,-,-,3,2,0,0,0,0,0,-,-
Life expectancy at age 60  by sex,Southern Asia,144,Sri Lanka,1995,Male,16.39,-,-,3,2,0,0,0,0,0,-,-
Life expectancy at age 60  by sex,Southern Asia,144,Sri Lanka,1995,Both sexes,17.35,-,-,3,2,0,0,0,0,0,-,-
Life expectancy at age 60  by sex,Southern Asia,356,India,2000,Female,17.49,-,-,3,2,0,0,0,0,0,0,-
Life expectancy at age 60  by sex,Southern Asia,356,India,2000,Male,15.89,-,-,3,2,0,0,0,0,0,0,-
Life expectancy at age 60  by sex,Southern Asia,356,India,2000,Both sexes,16.69,-,-,3,2,0,0,0,0,0,0,-
Life expectancy at age 60  by sex,Southern Asia,356,India,2005,Female,17.73,-,-,3,2,0,0,0,0,0,0,-
Life expectancy at age 60  by sex,Southern Asia,356,India,2005,Male,16.41,-,-,3,2,0,0,0,0,0,0,-
Life expectancy at age 60  by sex,Southern Asia,356,India,2005,Both sexes,17.07,-,-,3,2,0,0,0,0,0,0,-
Life expectancy at age 60  by sex,Southern Asia,356,India,2010,Female,18.4,-,-,3,2,0,0,0,0,0,0,-
Life expectancy at age 60  by sex,Southern Asia,356,India,2010,Male,16.97,-,-,3,2,0,0,0,0,0,0,-
Life expectancy at age 60  by sex,Southern Asia,356,India,2010,Both sexes,17.68,-,-,3,2,0,0,0,0,0,0,-
Life expectancy at age 60  by sex,Southern Asia,356,India,1995,Female,17.21,-,-,3,2,0,0,0,0,0,0,-
Life expectancy at age 60  by sex,Southern Asia,356,India,1995,Male,15.38,-,-,3,2,0,0,0,0,0,0,-
Life expectancy at age 60  by sex,Southern Asia,356,India,1995,Both sexes,16.27,-,-,3,2,0,0,0,0,0,0,-
Life expectancy at age 60  by sex,Southern Asia,364,Iran (Islamic Republic of),2000,Female,18.49,-,-,3,2,0,0,0,0,0,-,-
Life expectancy at age 60  by sex,Southern Asia,364,Iran (Islamic Republic of),2000,Male,18.48,-,-,3,2,0,0,0,0,0,-,-
Life expectancy at age 60  by sex,Southern Asia,364,Iran (Islamic Republic of),2000,Both sexes,18.48,-,-,3,2,0,0,0,0,0,-,-
Life expectancy at age 60  by sex,Southern Asia,364,Iran (Islamic Republic of),2005,Female,19.48,-,-,3,2,0,0,0,0,0,-,-
Life expectancy at age 60  by sex,Southern Asia,364,Iran (Islamic Republic of),2005,Male,18.82,-,-,3,2,0,0,0,0,0,-,-
Life expectancy at age 60  by sex,Southern Asia,364,Iran (Islamic Republic of),2005,Both sexes,19.13,-,-,3,2,0,0,0,0,0,-,-
Life expectancy at age 60  by sex,Southern Asia,364,Iran (Islamic Republic of),2010,Female,19.72,-,-,3,2,0,0,0,0,0,-,-
Life expectancy at age 60  by sex,Southern Asia,364,Iran (Islamic Republic of),2010,Male,19.11,-,-,3,2,0,0,0,0,0,0,-
Life expectancy at age 60  by sex,Southern Asia,364,Iran (Islamic Republic of),2010,Both sexes,19.39,-,-,3,2,0,0,0,0,0,-,-
Life expectancy at age 60  by sex,Southern Asia,364,Iran (Islamic Republic of),1995,Female,17.61,-,-,3,2,0,0,0,0,0,-,-
Life expectancy at age 60  by sex,Southern Asia,364,Iran (Islamic Republic of),1995,Male,17.69,-,-,3,2,0,0,0,0,0,-,-
Life expectancy at age 60  by sex,Southern Asia,364,Iran (Islamic Republic of),1995,Both sexes,17.65,-,-,3,2,0,0,0,0,0,-,-
Life expectancy at age 60  by sex,Southern Asia,462,Maldives,2000,Female,19.17,-,-,3,2,0,0,0,0,0,0,-
Life expectancy at age 60  by sex,Southern Asia,462,Maldives,2000,Male,17.58,-,-,3,2,0,0,0,0,0,0,-
Life expectancy at age 60  by sex,Southern Asia,462,Maldives,2000,Both sexes,18.08,-,-,3,2,0,0,0,0,0,0,-
Life expectancy at age 60  by sex,Southern Asia,462,Maldives,2005,Female,20.24,-,-,3,2,0,0,0,0,0,0,-
Life expectancy at age 60  by sex,Southern Asia,462,Maldives,2005,Male,19.11,-,-,3,2,0,0,0,0,0,0,-
Life expectancy at age 60  by sex,Southern Asia,462,Maldives,2005,Both sexes,19.63,-,-,3,2,0,0,0,0,0,0,-
Life expectancy at age 60  by sex,Southern Asia,462,Maldives,2010,Female,20.06,-,-,3,2,0,0,0,0,0,0,-
Life expectancy at age 60  by sex,Southern Asia,462,Maldives,2010,Male,18.96,-,-,3,2,0,0,0,0,0,0,-
Life expectancy at age 60  by sex,Southern Asia,462,Maldives,2010,Both sexes,19.46,-,-,3,2,0,0,0,0,0,0,-
Life expectancy at age 60  by sex,Southern Asia,462,Maldives,1995,Female,15.99,-,-,3,2,0,0,0,0,0,0,-
Life expectancy at age 60  by sex,Southern Asia,462,Maldives,1995,Male,16.26,-,-,3,2,0,0,0,0,0,0,-
Life expectancy at age 60  by sex,Southern Asia,462,Maldives,1995,Both sexes,16.16,-,-,3,2,0,0,0,0,0,0,-
Life expectancy at age 60  by sex,Southern Asia,524,Nepal,2000,Female,17.13,-,-,3,2,0,0,0,0,0,-,-
Life expectancy at age 60  by sex,Southern Asia,524,Nepal,2000,Male,15.56,-,-,3,2,0,0,0,0,0,-,-
Life expectancy at age 60  by sex,Southern Asia,524,Nepal,2000,Both sexes,16.38,-,-,3,2,0,0,0,0,0,-,-
Life expectancy at age 60  by sex,Southern Asia,524,Nepal,2005,Female,17.64,-,-,3,2,0,0,0,0,0,-,-
Life expectancy at age 60  by sex,Southern Asia,524,Nepal,2005,Male,15.98,-,-,3,2,0,0,0,0,0,-,-
Life expectancy at age 60  by sex,Southern Asia,524,Nepal,2005,Both sexes,16.8,-,-,3,2,0,0,0,0,0,-,-
Life expectancy at age 60  by sex,Southern Asia,524,Nepal,2010,Female,18.12,-,-,3,2,0,0,0,0,0,-,-
Life expectancy at age 60  by sex,Southern Asia,524,Nepal,2010,Male,16.42,-,-,3,2,0,0,0,0,0,0,-
Life expectancy at age 60  by sex,Southern Asia,524,Nepal,2010,Both sexes,17.27,-,-,3,2,0,0,0,0,0,-,-
Life expectancy at age 60  by sex,Southern Asia,524,Nepal,1995,Female,16.53,-,-,3,2,0,0,0,0,0,-,-
Life expectancy at age 60  by sex,Southern Asia,524,Nepal,1995,Male,15.07,-,-,3,2,0,0,0,0,0,-,-
Life expectancy at age 60  by sex,Southern Asia,524,Nepal,1995,Both sexes,15.87,-,-,3,2,0,0,0,0,0,-,-
Life expectancy at age 60  by sex,Southern Asia,586,Pakistan,2000,Female,17.77,-,-,3,2,0,0,0,0,0,0,-
Life expectancy at age 60  by sex,Southern Asia,586,Pakistan,2000,Male,17.04,-,-,3,2,0,0,0,0,0,0,-
Life expectancy at age 60  by sex,Southern Asia,586,Pakistan,2000,Both sexes,17.38,-,-,3,2,0,0,0,0,0,0,-
Life expectancy at age 60  by sex,Southern Asia,586,Pakistan,2005,Female,17.73,-,-,3,2,0,0,0,0,0,0,-
Life expectancy at age 60  by sex,Southern Asia,586,Pakistan,2005,Male,17.04,-,-,3,2,0,0,0,0,0,0,-
Life expectancy at age 60  by sex,Southern Asia,586,Pakistan,2005,Both sexes,17.37,-,-,3,2,0,0,0,0,0,0,-
Life expectancy at age 60  by sex,Southern Asia,586,Pakistan,2010,Female,18,-,-,3,2,0,0,0,0,0,0,-
Life expectancy at age 60  by sex,Southern Asia,586,Pakistan,2010,Male,17.55,-,-,3,2,0,0,0,0,0,0,-
Life expectancy at age 60  by sex,Southern Asia,586,Pakistan,2010,Both sexes,17.77,-,-,3,2,0,0,0,0,0,0,-
Life expectancy at age 60  by sex,Southern Asia,586,Pakistan,1995,Female,17.74,-,-,3,2,0,0,0,0,0,0,-
Life expectancy at age 60  by sex,Southern Asia,586,Pakistan,1995,Male,17,-,-,3,2,0,0,0,0,0,0,-
Life expectancy at age 60  by sex,Southern Asia,586,Pakistan,1995,Both sexes,17.34,-,-,3,2,0,0,0,0,0,0,-
Life expectancy at age 60  by sex,Developed regions,8,Albania,2000,Female,22.67,-,-,3,2,0,0,0,0,0,0,-
Life expectancy at age 60  by sex,Developed regions,8,Albania,2000,Male,18.37,-,-,3,2,0,0,0,0,0,0,-
Life expectancy at age 60  by sex,Developed regions,8,Albania,2000,Both sexes,20.39,-,-,3,2,0,0,0,0,0,0,-
Life expectancy at age 60  by sex,Developed regions,8,Albania,2005,Female,23.08,-,-,3,2,0,0,0,0,0,0,-
Life expectancy at age 60  by sex,Developed regions,8,Albania,2005,Male,18.1,-,-,3,2,0,0,0,0,0,0,-
Life expectancy at age 60  by sex,Developed regions,8,Albania,2005,Both sexes,20.38,-,-,3,2,0,0,0,0,0,0,-
Life expectancy at age 60  by sex,Developed regions,8,Albania,2010,Female,23.34,-,-,3,2,0,0,0,0,0,0,-
Life expectancy at age 60  by sex,Developed regions,8,Albania,2010,Male,19.23,-,-,3,2,0,0,0,0,0,0,-
Life expectancy at age 60  by sex,Developed regions,8,Albania,2010,Both sexes,21.2,-,-,3,2,0,0,0,0,0,0,-
Life expectancy at age 60  by sex,Developed regions,8,Albania,1995,Female,21.03,-,-,3,2,0,0,0,0,0,0,-
Life expectancy at age 60  by sex,Developed regions,8,Albania,1995,Male,17.16,-,-,3,2,0,0,0,0,0,0,-
Life expectancy at age 60  by sex,Developed regions,8,Albania,1995,Both sexes,19.01,-,-,3,2,0,0,0,0,0,0,-
Life expectancy at age 60  by sex,Developed regions,36,Australia,2000,Female,25.22,-,-,3,2,Including Christmas Island  Cocos (Keeling) Islands and Norfolk Island.,0,0,0,0,-,-
Life expectancy at age 60  by sex,Developed regions,36,Australia,2000,Male,21.52,-,-,3,2,Including Christmas Island  Cocos (Keeling) Islands and Norfolk Island.,0,0,0,0,-,-
Life expectancy at age 60  by sex,Developed regions,36,Australia,2000,Both sexes,23.44,-,-,3,2,Including Christmas Island  Cocos (Keeling) Islands and Norfolk Island.,0,0,0,0,-,-
Life expectancy at age 60  by sex,Developed regions,36,Australia,2005,Female,25.98,-,-,3,2,Including Christmas Island  Cocos (Keeling) Islands and Norfolk Island.,0,0,0,0,-,-
Life expectancy at age 60  by sex,Developed regions,36,Australia,2005,Male,22.65,-,-,3,2,Including Christmas Island  Cocos (Keeling) Islands and Norfolk Island.,0,0,0,0,-,-
Life expectancy at age 60  by sex,Developed regions,36,Australia,2005,Both sexes,24.37,-,-,3,2,Including Christmas Island  Cocos (Keeling) Islands and Norfolk Island.,0,0,0,0,-,-
Life expectancy at age 60  by sex,Developed regions,36,Australia,2010,Female,26.45,-,-,3,2,Including Christmas Island  Cocos (Keeling) Islands and Norfolk Island.,0,0,0,0,-,-
Life expectancy at age 60  by sex,Developed regions,36,Australia,2010,Male,23.28,-,-,3,2,Including Christmas Island  Cocos (Keeling) Islands and Norfolk Island.,0,0,0,0,0,-
Life expectancy at age 60  by sex,Developed regions,36,Australia,2010,Both sexes,24.89,-,-,3,2,Including Christmas Island  Cocos (Keeling) Islands and Norfolk Island.,0,0,0,0,-,-
Life expectancy at age 60  by sex,Developed regions,36,Australia,1995,Female,24.3,-,-,3,2,Including Christmas Island  Cocos (Keeling) Islands and Norfolk Island.,0,0,0,0,-,-
Life expectancy at age 60  by sex,Developed regions,36,Australia,1995,Male,20.22,-,-,3,2,Including Christmas Island  Cocos (Keeling) Islands and Norfolk Island.,0,0,0,0,-,-
Life expectancy at age 60  by sex,Developed regions,36,Australia,1995,Both sexes,22.33,-,-,3,2,Including Christmas Island  Cocos (Keeling) Islands and Norfolk Island.,0,0,0,0,-,-
Life expectancy at age 60  by sex,Developed regions,40,Austria,2000,Female,24.16,-,-,3,2,0,0,0,0,0,0,-
Life expectancy at age 60  by sex,Developed regions,40,Austria,2000,Male,20.17,-,-,3,2,0,0,0,0,0,0,-
Life expectancy at age 60  by sex,Developed regions,40,Austria,2000,Both sexes,22.39,-,-,3,2,0,0,0,0,0,0,-
Life expectancy at age 60  by sex,Developed regions,40,Austria,2005,Female,24.97,-,-,3,2,0,0,0,0,0,0,-
Life expectancy at age 60  by sex,Developed regions,40,Austria,2005,Male,21.13,-,-,3,2,0,0,0,0,0,0,-
Life expectancy at age 60  by sex,Developed regions,40,Austria,2005,Both sexes,23.22,-,-,3,2,0,0,0,0,0,0,-
Life expectancy at age 60  by sex,Developed regions,40,Austria,2010,Female,25.55,-,-,3,2,0,0,0,0,0,0,-
Life expectancy at age 60  by sex,Developed regions,40,Austria,2010,Male,21.8,-,-,3,2,0,0,0,0,0,0,-
Life expectancy at age 60  by sex,Developed regions,40,Austria,2010,Both sexes,23.81,-,-,3,2,0,0,0,0,0,0,-
Life expectancy at age 60  by sex,Developed regions,40,Austria,1995,Female,23.2,-,-,3,2,0,0,0,0,0,0,-
Life expectancy at age 60  by sex,Developed regions,40,Austria,1995,Male,18.86,-,-,3,2,0,0,0,0,0,0,-
Life expectancy at age 60  by sex,Developed regions,40,Austria,1995,Both sexes,21.31,-,-,3,2,0,0,0,0,0,0,-
Life expectancy at age 60  by sex,Developed regions,56,Belgium,2000,Female,24.08,-,-,3,2,0,0,0,0,0,-,-
Life expectancy at age 60  by sex,Developed regions,56,Belgium,2000,Male,19.73,-,-,3,2,0,0,0,0,0,-,-
Life expectancy at age 60  by sex,Developed regions,56,Belgium,2000,Both sexes,22.04,-,-,3,2,0,0,0,0,0,-,-
Life expectancy at age 60  by sex,Developed regions,56,Belgium,2005,Female,24.84,-,-,3,2,0,0,0,0,0,-,-
Life expectancy at age 60  by sex,Developed regions,56,Belgium,2005,Male,20.78,-,-,3,2,0,0,0,0,0,-,-
Life expectancy at age 60  by sex,Developed regions,56,Belgium,2005,Both sexes,22.93,-,-,3,2,0,0,0,0,0,-,-
Life expectancy at age 60  by sex,Developed regions,56,Belgium,2010,Female,25.44,-,-,3,2,0,0,0,0,0,-,-
Life expectancy at age 60  by sex,Developed regions,56,Belgium,2010,Male,21.66,-,-,3,2,0,0,0,0,0,0,-
Life expectancy at age 60  by sex,Developed regions,56,Belgium,2010,Both sexes,23.65,-,-,3,2,0,0,0,0,0,-,-
Life expectancy at age 60  by sex,Developed regions,56,Belgium,1995,Female,23.56,-,-,3,2,0,0,0,0,0,-,-
Life expectancy at age 60  by sex,Developed regions,56,Belgium,1995,Male,18.85,-,-,3,2,0,0,0,0,0,-,-
Life expectancy at age 60  by sex,Developed regions,56,Belgium,1995,Both sexes,21.36,-,-,3,2,0,0,0,0,0,-,-
Life expectancy at age 60  by sex,Developed regions,70,Bosnia and Herzegovina,2000,Female,20.85,-,-,3,2,0,0,0,0,0,-,-
Life expectancy at age 60  by sex,Developed regions,70,Bosnia and Herzegovina,2000,Male,17.52,-,-,3,2,0,0,0,0,0,-,-
Life expectancy at age 60  by sex,Developed regions,70,Bosnia and Herzegovina,2000,Both sexes,19.33,-,-,3,2,0,0,0,0,0,-,-
Life expectancy at age 60  by sex,Developed regions,70,Bosnia and Herzegovina,2005,Female,21.26,-,-,3,2,0,0,0,0,0,-,-
Life expectancy at age 60  by sex,Developed regions,70,Bosnia and Herzegovina,2005,Male,17.93,-,-,3,2,0,0,0,0,0,-,-
Life expectancy at age 60  by sex,Developed regions,70,Bosnia and Herzegovina,2005,Both sexes,19.72,-,-,3,2,0,0,0,0,0,-,-
Life expectancy at age 60  by sex,Developed regions,70,Bosnia and Herzegovina,2010,Female,21.77,-,-,3,2,0,0,0,0,0,-,-
Life expectancy at age 60  by sex,Developed regions,70,Bosnia and Herzegovina,2010,Male,18.46,-,-,3,2,0,0,0,0,0,0,-
Life expectancy at age 60  by sex,Developed regions,70,Bosnia and Herzegovina,2010,Both sexes,20.21,-,-,3,2,0,0,0,0,0,-,-
Life expectancy at age 60  by sex,Developed regions,70,Bosnia and Herzegovina,1995,Female,19.88,-,-,3,2,0,0,0,0,0,-,-
Life expectancy at age 60  by sex,Developed regions,70,Bosnia and Herzegovina,1995,Male,16.95,-,-,3,2,0,0,0,0,0,-,-
Life expectancy at age 60  by sex,Developed regions,70,Bosnia and Herzegovina,1995,Both sexes,18.57,-,-,3,2,0,0,0,0,0,-,-
Life expectancy at age 60  by sex,Developed regions,100,Bulgaria,2000,Female,19.78,-,-,3,2,0,0,0,0,0,0,-
Life expectancy at age 60  by sex,Developed regions,100,Bulgaria,2000,Male,16.02,-,-,3,2,0,0,0,0,0,0,-
Life expectancy at age 60  by sex,Developed regions,100,Bulgaria,2000,Both sexes,17.98,-,-,3,2,0,0,0,0,0,0,-
Life expectancy at age 60  by sex,Developed regions,100,Bulgaria,2005,Female,20.48,-,-,3,2,0,0,0,0,0,0,-
Life expectancy at age 60  by sex,Developed regions,100,Bulgaria,2005,Male,16.29,-,-,3,2,0,0,0,0,0,0,-
Life expectancy at age 60  by sex,Developed regions,100,Bulgaria,2005,Both sexes,18.48,-,-,3,2,0,0,0,0,0,0,-
Life expectancy at age 60  by sex,Developed regions,100,Bulgaria,2010,Female,21.17,-,-,3,2,0,0,0,0,0,0,-
Life expectancy at age 60  by sex,Developed regions,100,Bulgaria,2010,Male,17,-,-,3,2,0,0,0,0,0,0,-
Life expectancy at age 60  by sex,Developed regions,100,Bulgaria,2010,Both sexes,19.21,-,-,3,2,0,0,0,0,0,0,-
Life expectancy at age 60  by sex,Developed regions,100,Bulgaria,1995,Female,19.18,-,-,3,2,0,0,0,0,0,0,-
Life expectancy at age 60  by sex,Developed regions,100,Bulgaria,1995,Male,15.59,-,-,3,2,0,0,0,0,0,0,-
Life expectancy at age 60  by sex,Developed regions,100,Bulgaria,1995,Both sexes,17.43,-,-,3,2,0,0,0,0,0,0,-
Life expectancy at age 60  by sex,Developed regions,112,Belarus,2000,Female,18.43,-,-,3,2,0,0,0,0,0,-,-
Life expectancy at age 60  by sex,Developed regions,112,Belarus,2000,Male,13.09,-,-,3,2,0,0,0,0,0,-,-
Life expectancy at age 60  by sex,Developed regions,112,Belarus,2000,Both sexes,16.11,-,-,3,2,0,0,0,0,0,-,-
Life expectancy at age 60  by sex,Developed regions,112,Belarus,2005,Female,19.48,-,-,3,2,0,0,0,0,0,-,-
Life expectancy at age 60  by sex,Developed regions,112,Belarus,2005,Male,13.46,-,-,3,2,0,0,0,0,0,-,-
Life expectancy at age 60  by sex,Developed regions,112,Belarus,2005,Both sexes,16.84,-,-,3,2,0,0,0,0,0,-,-
Life expectancy at age 60  by sex,Developed regions,112,Belarus,2010,Female,20.92,-,-,3,2,0,0,0,0,0,-,-
Life expectancy at age 60  by sex,Developed regions,112,Belarus,2010,Male,14.51,-,-,3,2,0,0,0,0,0,0,-
Life expectancy at age 60  by sex,Developed regions,112,Belarus,2010,Both sexes,18.14,-,-,3,2,0,0,0,0,0,-,-
Life expectancy at age 60  by sex,Developed regions,112,Belarus,1995,Female,18.27,-,-,3,2,0,0,0,0,0,-,-
Life expectancy at age 60  by sex,Developed regions,112,Belarus,1995,Male,13.23,-,-,3,2,0,0,0,0,0,-,-
Life expectancy at age 60  by sex,Developed regions,112,Belarus,1995,Both sexes,16.12,-,-,3,2,0,0,0,0,0,-,-
Life expectancy at age 60  by sex,Developed regions,124,Canada,2000,Female,24.78,-,-,3,2,0,0,0,0,0,-,-
Life expectancy at age 60  by sex,Developed regions,124,Canada,2000,Male,21.05,-,-,3,2,0,0,0,0,0,-,-
Life expectancy at age 60  by sex,Developed regions,124,Canada,2000,Both sexes,23.03,-,-,3,2,0,0,0,0,0,-,-
Life expectancy at age 60  by sex,Developed regions,124,Canada,2005,Female,25.48,-,-,3,2,0,0,0,0,0,-,-
Life expectancy at age 60  by sex,Developed regions,124,Canada,2005,Male,22.07,-,-,3,2,0,0,0,0,0,-,-
Life expectancy at age 60  by sex,Developed regions,124,Canada,2005,Both sexes,23.88,-,-,3,2,0,0,0,0,0,-,-
Life expectancy at age 60  by sex,Developed regions,124,Canada,2010,Female,26.16,-,-,3,2,0,0,0,0,0,-,-
Life expectancy at age 60  by sex,Developed regions,124,Canada,2010,Male,23.08,-,-,3,2,0,0,0,0,0,0,-
Life expectancy at age 60  by sex,Developed regions,124,Canada,2010,Both sexes,24.71,-,-,3,2,0,0,0,0,0,-,-
Life expectancy at age 60  by sex,Developed regions,124,Canada,1995,Female,24.12,-,-,3,2,0,0,0,0,0,-,-
Life expectancy at age 60  by sex,Developed regions,124,Canada,1995,Male,19.92,-,-,3,2,0,0,0,0,0,-,-
Life expectancy at age 60  by sex,Developed regions,124,Canada,1995,Both sexes,22.13,-,-,3,2,0,0,0,0,0,-,-
Life expectancy at age 60  by sex,Developed regions,191,Croatia,2000,Female,21.26,-,-,3,2,0,0,0,0,0,0,-
Life expectancy at age 60  by sex,Developed regions,191,Croatia,2000,Male,16.91,-,-,3,2,0,0,0,0,0,0,-
Life expectancy at age 60  by sex,Developed regions,191,Croatia,2000,Both sexes,19.31,-,-,3,2,0,0,0,0,0,0,-
Life expectancy at age 60  by sex,Developed regions,191,Croatia,2005,Female,22.16,-,-,3,2,0,0,0,0,0,0,-
Life expectancy at age 60  by sex,Developed regions,191,Croatia,2005,Male,17.45,-,-,3,2,0,0,0,0,0,0,-
Life expectancy at age 60  by sex,Developed regions,191,Croatia,2005,Both sexes,20,-,-,3,2,0,0,0,0,0,0,-
Life expectancy at age 60  by sex,Developed regions,191,Croatia,2010,Female,22.74,-,-,3,2,0,0,0,0,0,0,-
Life expectancy at age 60  by sex,Developed regions,191,Croatia,2010,Male,18.16,-,-,3,2,0,0,0,0,0,0,-
Life expectancy at age 60  by sex,Developed regions,191,Croatia,2010,Both sexes,20.62,-,-,3,2,0,0,0,0,0,0,-
Life expectancy at age 60  by sex,Developed regions,191,Croatia,1995,Female,21.04,-,-,3,2,0,0,0,0,0,0,-
