35a - Antenatal care coverage  at least one visit

Indicator Name,Region,Country Code,Country,Year,Sex,Value,LowerBound,UpperBound,NatureDataID,OriginDataID,Footnote1,Footnote2,Footnote3,Footnote4,Footnote5,Footnote6,Coverage
Antenatal care coverage  at least one visit,Southern Asia,50,Bangladesh,1997,Female,26.4,-,-,1,1,DHS_1996-1997,-,-,-,-,-,-
Antenatal care coverage  at least one visit,Southern Asia,50,Bangladesh,2012,Female,58.7,-,-,1,1,Source: MICS: Progotir Pathey Approved Final_2012-2013,-,-,-,-,-,-
Antenatal care coverage  at least one visit,Southern Asia,50,Bangladesh,2013,Female,58.7,-,-,1,1,MICS: Progotir Pathey Approved Final_2012-2013,-,-,-,-,-,-
Antenatal care coverage  at least one visit,Southern Asia,50,Bangladesh,2014,Female,63.9,-,-,1,1,Source: DHS_2014,-,-,-,-,-,-
Antenatal care coverage  at least one visit,Southern Asia,64,Bhutan,2000,Female,51,-,-,1,1,Source: Other NS_2000,-,-,-,-,-,-
Antenatal care coverage  at least one visit,Southern Asia,64,Bhutan,2007,Female,88,-,-,1,1,Source: Other NS_2007,-,-,-,-,-,-
Antenatal care coverage  at least one visit,Southern Asia,64,Bhutan,2010,Female,97.3,-,-,1,1,Source: MICS_2010,-,-,-,-,-,-
Antenatal care coverage  at least one visit,Southern Asia,64,Bhutan,2012,Female,97.9,-,-,1,1,Source: National Health Survey_2012,-,-,-,-,-,-
Antenatal care coverage  at least one visit,Southern Asia,144,Sri Lanka,2000,Female,94.5,-,-,1,1,Source: DHS_2000,-,-,-,-,-,-
Antenatal care coverage  at least one visit,Southern Asia,144,Sri Lanka,2007,Female,99.4,-,-,1,1,DHS_2006-2007,-,-,-,-,-,-
Antenatal care coverage  at least one visit,Southern Asia,144,Sri Lanka,2006,Female,99.4,-,-,1,1,Source: DHS_2006-2007,-,-,-,-,-,-
Antenatal care coverage  at least one visit,Southern Asia,356,India,1999,Female,65.1,-,-,1,1,DHS_1998-1999,-,-,-,-,-,-
Antenatal care coverage  at least one visit,Southern Asia,356,India,2000,Female,61.8,-,-,1,1,Source: MICS_2000,-,-,-,-,-,-
Antenatal care coverage  at least one visit,Southern Asia,356,India,2005,Female,74.2,-,-,1,1,Source: NFHS_2005-2006,-,-,-,-,-,-
Antenatal care coverage  at least one visit,Southern Asia,356,India,1998,Female,65.1,-,-,1,1,Source: DHS_1998-1999,-,-,-,-,-,-
Antenatal care coverage  at least one visit,Southern Asia,356,India,2006,Female,74.2,-,-,1,1,NFHS_2005-2006,-,-,-,-,-,-
Antenatal care coverage  at least one visit,Southern Asia,364,Iran (Islamic Republic of),2005,Female,98.3,-,-,1,1,Source: MoH_2005-2007,-,-,-,-,-,-
Antenatal care coverage  at least one visit,Southern Asia,364,Iran (Islamic Republic of),2010,Female,96.9,-,-,1,1,Source: Multiple Indicator Demoraphic and Health Survey (IrMIDHS)(Prelim)_2010-2011,-,-,-,-,-,-
Antenatal care coverage  at least one visit,Southern Asia,364,Iran (Islamic Republic of),1997,Female,76.5,-,-,1,1,Source: MICS_1997,-,-,-,-,-,-
Antenatal care coverage  at least one visit,Southern Asia,462,Maldives,2009,Female,99.1,-,-,1,1,Source: DHS_2009,-,-,-,-,-,-
Antenatal care coverage  at least one visit,Southern Asia,462,Maldives,2001,Female,81,-,-,1,1,Source: MICS_2001,-,-,-,-,-,-
Antenatal care coverage  at least one visit,Southern Asia,462,Maldives,2004,Female,95,-,-,1,1,Source: MoH_2004,-,-,-,-,-,-
Antenatal care coverage  at least one visit,Southern Asia,524,Nepal,2000,Female,27,-,-,1,1,Source: Other NS_2000,-,-,-,-,-,-
Antenatal care coverage  at least one visit,Southern Asia,524,Nepal,1996,Female,23.6,-,-,1,1,Source: DHS_1996,-,-,-,-,-,-
Antenatal care coverage  at least one visit,Southern Asia,524,Nepal,2001,Female,27.9,-,-,1,1,Source: DHS_2001,-,-,-,-,-,-
Antenatal care coverage  at least one visit,Southern Asia,524,Nepal,2006,Female,43.7,-,-,1,1,Source: DHS_2006,-,-,-,-,-,-
Antenatal care coverage  at least one visit,Southern Asia,524,Nepal,2011,Female,58.3,-,-,1,1,Source: DHS_2011,-,-,-,-,-,-
Antenatal care coverage  at least one visit,Southern Asia,524,Nepal,2014,Female,68.3,-,-,1,1,Source: MICS_2014,-,-,-,-,-,-
Antenatal care coverage  at least one visit,Southern Asia,586,Pakistan,1999,Female,24.8,-,-,1,1,Other NS_1998-1999,-,-,-,-,-,-
Antenatal care coverage  at least one visit,Southern Asia,586,Pakistan,2005,Female,36,-,-,1,1,Other NS_2004-2005,-,-,-,-,-,-
Antenatal care coverage  at least one visit,Southern Asia,586,Pakistan,2007,Female,60.9,-,-,1,1,DHS_2006-2007,-,-,-,-,-,-
Antenatal care coverage  at least one visit,Southern Asia,586,Pakistan,1996,Female,26.4,-,-,1,1,Source: Other NS_1996-1997,-,-,-,-,-,-
Antenatal care coverage  at least one visit,Southern Asia,586,Pakistan,1998,Female,24.8,-,-,1,1,Source: Other NS_1998-1999,-,-,-,-,-,-
Antenatal care coverage  at least one visit,Southern Asia,586,Pakistan,2001,Female,43.3,-,-,1,1,Source: Other NS_2001,-,-,-,-,-,-
Antenatal care coverage  at least one visit,Southern Asia,586,Pakistan,2004,Female,36,-,-,1,1,Source: Other NS_2004-2005,-,-,-,-,-,-
Antenatal care coverage  at least one visit,Southern Asia,586,Pakistan,2006,Female,60.9,-,-,1,1,Source: DHS_2006-2007,-,-,-,-,-,-
Antenatal care coverage  at least one visit,Southern Asia,586,Pakistan,1997,Female,26.4,-,-,1,1,Other NS_1996-1997,-,-,-,-,-,-
Antenatal care coverage  at least one visit,Southern Asia,586,Pakistan,2012,Female,73.1,-,-,1,1,Source: DHS_2012-2013,-,-,-,-,-,-
Antenatal care coverage  at least one visit,Southern Asia,586,Pakistan,2013,Female,73.1,-,-,1,1,DHS_2012-2013,-,-,-,-,-,-
Antenatal care coverage  at least one visit,Developed regions,8,Albania,2008,Female,97.3,-,-,1,1,Source: DHS_2008-2009,-,-,-,-,-,-
Antenatal care coverage  at least one visit,Developed regions,8,Albania,2000,Female,95.3,-,-,1,1,Source: MICS_2000,-,-,-,-,-,-
Antenatal care coverage  at least one visit,Developed regions,8,Albania,2005,Female,97.1,-,-,1,1,Source: MICS_2005,-,-,-,-,-,-
Antenatal care coverage  at least one visit,Developed regions,8,Albania,2009,Female,97.3,-,-,1,1,DHS_2008-2009,-,-,-,-,-,-
Antenatal care coverage  at least one visit,Developed regions,8,Albania,2002,Female,90.6,-,-,1,1,Source: Other NS_2002,-,-,-,-,-,-
Antenatal care coverage  at least one visit,Developed regions,36,Australia,2008,Female,98.3,-,-,1,1,Source: Other NS_2008,-,-,-,-,-,-
Antenatal care coverage  at least one visit,Developed regions,70,Bosnia and Herzegovina,2000,Female,99.2,-,-,1,1,Source: MICS_2000,-,-,-,-,-,-
Antenatal care coverage  at least one visit,Developed regions,70,Bosnia and Herzegovina,2006,Female,98.9,-,-,1,1,Source: MICS_2006,-,-,-,-,-,-
Antenatal care coverage  at least one visit,Developed regions,70,Bosnia and Herzegovina,2011,Female,87,-,-,1,1,Source: MICS_2011-2012,-,-,-,-,-,-
Antenatal care coverage  at least one visit,Developed regions,70,Bosnia and Herzegovina,2012,Female,87,-,-,1,1,MICS_2011-2012,-,-,-,-,-,-
Antenatal care coverage  at least one visit,Developed regions,112,Belarus,1999,Female,99.9,-,-,1,1,Source: Other NS_1999,-,-,-,-,-,-
Antenatal care coverage  at least one visit,Developed regions,112,Belarus,2005,Female,99.4,-,-,1,1,Source: MICS_2005,-,-,-,-,-,-
Antenatal care coverage  at least one visit,Developed regions,112,Belarus,2012,Female,99.7,-,-,1,1,Source: MICS_2012,-,-,-,-,-,-
Antenatal care coverage  at least one visit,Developed regions,124,Canada,2007,Female,100,-,-,1,1,Other NS_2006-2007,-,-,-,-,-,-
Antenatal care coverage  at least one visit,Developed regions,124,Canada,2006,Female,100,-,-,1,1,Source: Other NS_2006-2007,-,-,-,-,-,-
Antenatal care coverage  at least one visit,Developed regions,196,Cyprus,2007,Female,99.2,-,-,1,1,Source: Other NS_2007,-,-,-,-,-,-
Antenatal care coverage  at least one visit,Developed regions,246,Finland,2004,Female,99.8,-,-,1,1,Source: Other NS_2008,-,-,-,-,-,-
Antenatal care coverage  at least one visit,Developed regions,250,France,2004,Female,99.8,-,-,1,1,Source: Other NS_2008,-,-,-,-,-,-
Antenatal care coverage  at least one visit,Developed regions,276,Germany,2004,Female,100,-,-,1,1,Source: Other NS_2008,-,-,-,-,-,-
Antenatal care coverage  at least one visit,Developed regions,372,Ireland,2004,Female,99.5,-,-,1,1,Source: Other NS_2008,-,-,-,-,-,-
Antenatal care coverage  at least one visit,Developed regions,380,Italy,2004,Female,99,-,-,1,1,Source: Other NS_2008,-,-,-,-,-,-
Antenatal care coverage  at least one visit,Developed regions,428,Latvia,2004,Female,91.8,-,-,1,1,Source: Other NS_2008,-,-,-,-,-,-
Antenatal care coverage  at least one visit,Developed regions,440,Lithuania,2004,Female,100,-,-,1,1,Source: Other NS_2008,-,-,-,-,-,-
Antenatal care coverage  at least one visit,Developed regions,470,Malta,2004,Female,100,-,-,1,1,Source: Other NS_2008,-,-,-,-,-,-
Antenatal care coverage  at least one visit,Developed regions,498,Republic of Moldova,2005,Female,98,-,-,1,1,Source: DHS_2005,-,-,-,-,-,-
Antenatal care coverage  at least one visit,Developed regions,498,Republic of Moldova,1997,Female,98.8,-,-,1,1,Source: Other NS_1997,-,-,-,-,-,-
Antenatal care coverage  at least one visit,Developed regions,498,Republic of Moldova,2012,Female,98.8,-,-,1,1,Source: 2012 Moldova MICS(Reanalyzed)_2012,-,-,-,-,-,-
Antenatal care coverage  at least one visit,Developed regions,499,Montenegro,2005,Female,97.4,-,-,1,1,Source: MICS_2005-2006,-,-,-,-,-,-
Antenatal care coverage  at least one visit,Developed regions,499,Montenegro,2006,Female,97.4,-,-,1,1,MICS_2005-2006,-,-,-,-,-,-
Antenatal care coverage  at least one visit,Developed regions,499,Montenegro,2013,Female,91.7,-,-,1,1,Source: MICS_2013,-,-,-,-,-,-
Antenatal care coverage  at least one visit,Developed regions,620,Portugal,2004,Female,100,-,-,1,1,Source: Other NS_2008,-,-,-,-,-,-
Antenatal care coverage  at least one visit,Developed regions,642,Romania,2004,Female,93.5,-,-,1,1,Source: Other NS_2004,-,-,-,-,-,-
Antenatal care coverage  at least one visit,Developed regions,688,Serbia,2005,Female,98.2,-,-,1,1,Source: MICS_2005-2006,-,-,-,-,-,-
Antenatal care coverage  at least one visit,Developed regions,688,Serbia,2010,Female,99,-,-,1,1,Source: MICS_2010,-,-,-,-,-,-
Antenatal care coverage  at least one visit,Developed regions,688,Serbia,2006,Female,98.2,-,-,1,1,MICS_2005-2006,-,-,-,-,-,-
Antenatal care coverage  at least one visit,Developed regions,688,Serbia,2014,Female,98.3,-,-,1,1,Source: MICS_2014,-,-,-,-,-,-
Antenatal care coverage  at least one visit,Developed regions,703,Slovakia,2004,Female,96.9,-,-,1,1,Source: Other NS_2008,-,-,-,-,-,-
Antenatal care coverage  at least one visit,Developed regions,705,Slovenia,2004,Female,99.5,-,-,1,1,Source: Other NS_2008,-,-,-,-,-,-
Antenatal care coverage  at least one visit,Developed regions,752,Sweden,2004,Female,100,-,-,1,1,Source: Other NS_2008,-,-,-,-,-,-
Antenatal care coverage  at least one visit,Developed regions,804,Ukraine,2005,Female,98.8,-,-,1,1,Source: MICS_2005,-,-,-,-,-,-
Antenatal care coverage  at least one visit,Developed regions,804,Ukraine,2007,Female,98.5,-,-,1,1,Source: DHS_2007,-,-,-,-,-,-
Antenatal care coverage  at least one visit,Developed regions,804,Ukraine,2012,Female,98.6,-,-,1,1,Source: MICS_2012,-,-,-,-,-,-
Antenatal care coverage  at least one visit,Developed regions,807,The former Yugoslav Republic of Macedonia,2000,Female,81,-,-,1,1,Source: Other NS_2000,-,-,-,-,-,-
Antenatal care coverage  at least one visit,Developed regions,807,The former Yugoslav Republic of Macedonia,2005,Female,98.1,-,-,1,1,Source: MICS_2005-2006,-,-,-,-,-,-
Antenatal care coverage  at least one visit,Developed regions,807,The former Yugoslav Republic of Macedonia,2006,Female,98.1,-,-,1,1,MICS_2005-2006,-,-,-,-,-,-
Antenatal care coverage  at least one visit,Developed regions,807,The former Yugoslav Republic of Macedonia,2011,Female,98.6,-,-,1,1,Source: MICS_2011,-,-,-,-,-,-
Antenatal care coverage  at least one visit,Developed regions,807,The former Yugoslav Republic of Macedonia,1997,Female,100,-,-,1,1,Source: Other NS_1997,-,-,-,-,-,-
Antenatal care coverage  at least one visit,Northern Africa,12,Algeria,2000,Female,79,-,-,1,1,Source: MICS_2000,-,-,-,-,-,-
Antenatal care coverage  at least one visit,Northern Africa,12,Algeria,2006,Female,89.4,-,-,1,1,Source: MICS_2006,-,-,-,-,-,-
Antenatal care coverage  at least one visit,Northern Africa,12,Algeria,2002,Female,80.7,-,-,1,1,Source: Ministère de la Santé  de la Population et de al Réforme Hospitalière_Office National des Statistiques; Enquête Algérienne sur la Santé de la Famille_2004_2002,-,-,-,-,-,-
Antenatal care coverage  at least one visit,Northern Africa,12,Algeria,2012,Female,92.7,-,-,1,1,Source: MICS_2012-2013,-,-,-,-,-,-
Antenatal care coverage  at least one visit,Northern Africa,12,Algeria,2013,Female,92.7,-,-,1,1,MICS_2012-2013,-,-,-,-,-,-
Antenatal care coverage  at least one visit,Northern Africa,434,Libya,2007,Female,93,-,-,1,1,Source: Other NS_2008,-,-,-,-,-,-
Antenatal care coverage  at least one visit,Northern Africa,434,Libya,1995,Female,80.8,-,-,1,1,Source: Other NS_1995,-,-,-,-,-,-
Antenatal care coverage  at least one visit,Northern Africa,504,Morocco,2003,Female,67.8,-,-,1,1,Source: DHS_2003-2004,-,-,-,-,-,-
Antenatal care coverage  at least one visit,Northern Africa,504,Morocco,2004,Female,67.8,-,-,1,1,DHS_2003-2004,-,-,-,-,-,-
Antenatal care coverage  at least one visit,Northern Africa,504,Morocco,1995,Female,44.7,-,-,1,1,Source: DHS_1995,-,-,-,-,-,-
Antenatal care coverage  at least one visit,Northern Africa,504,Morocco,2011,Female,77.1,-,-,1,1,Source: ENPSF_2011,-,-,-,-,-,-
Antenatal care coverage  at least one visit,Northern Africa,504,Morocco,1997,Female,42,-,-,1,1,Source: Other NS_1997,-,-,-,-,-,-
Antenatal care coverage  at least one visit,Northern Africa,788,Tunisia,2000,Female,91.5,-,-,1,1,Source: MICS_2000,-,-,-,-,-,-
Antenatal care coverage  at least one visit,Northern Africa,788,Tunisia,2006,Female,96,-,-,1,1,Source: MICS_2006,-,-,-,-,-,-
Antenatal care coverage  at least one visit,Northern Africa,788,Tunisia,1995,Female,79,-,-,1,1,Other NS_1994-1995,-,-,-,-,-,-
Antenatal care coverage  at least one visit,Northern Africa,788,Tunisia,2011,Female,98.1,-,-,1,1,Source: MICS_2011-2012,-,-,-,-,-,-
Antenatal care coverage  at least one visit,Northern Africa,788,Tunisia,2012,Female,98.1,-,-,1,1,MICS_2011-2012,-,-,-,-,-,-
Antenatal care coverage  at least one visit,Northern Africa,818,Egypt,2003,Female,68.7,-,-,1,1,Source: DHS_2003,-,-,-,-,-,-
Antenatal care coverage  at least one visit,Northern Africa,818,Egypt,2008,Female,73.6,-,-,1,1,Source: DHS_2008,-,-,-,-,-,-
Antenatal care coverage  at least one visit,Northern Africa,818,Egypt,2000,Female,52.9,-,-,1,1,Source: DHS_2000,-,-,-,-,-,-
Antenatal care coverage  at least one visit,Northern Africa,818,Egypt,2005,Female,69.6,-,-,1,1,Source: DHS_2005,-,-,-,-,-,-
Antenatal care coverage  at least one visit,Northern Africa,818,Egypt,1998,Female,47.2,-,-,1,1,Source: DHS_1998,-,-,-,-,-,-
Antenatal care coverage  at least one visit,Northern Africa,818,Egypt,1995,Female,39.1,-,-,1,1,Source: DHS_1995,-,-,-,-,-,-
Antenatal care coverage  at least one visit,Northern Africa,818,Egypt,1997,Female,52,-,-,1,1,Source: DHS_1997,-,-,-,-,-,-
Antenatal care coverage  at least one visit,Northern Africa,818,Egypt,2014,Female,90.3,-,-,1,1,Source: DHS_2014,-,-,-,-,-,-
Antenatal care coverage  at least one visit,Oceania,90,Solomon Islands,2007,Female,73.9,-,-,1,1,Source: DHS_2007,-,-,-,-,-,-
Antenatal care coverage  at least one visit,Oceania,184,Cook Islands,2008,Female,100,-,-,1,1,Source: MDG report 2009_2010,-,-,-,-,-,-
Antenatal care coverage  at least one visit,Oceania,184,Cook Islands,2000,Female,100,-,-,1,1,Other NS 2009,-,-,-,-,-,-
Antenatal care coverage  at least one visit,Oceania,242,Fiji,2008,Female,100,-,-,1,1,Other NS_2009,-,-,-,-,-,-
Antenatal care coverage  at least one visit,Oceania,242,Fiji,2000,Female,100,-,-,1,1,Source: Other NS_2009,-,-,-,-,-,-
Antenatal care coverage  at least one visit,Oceania,296,Kiribati,2008,Female,100,-,-,1,1,Other NS_2009,-,-,-,-,-,-
Antenatal care coverage  at least one visit,Oceania,296,Kiribati,2000,Female,100,-,-,1,1,Source: Other NS_2009,-,-,-,-,-,-
Antenatal care coverage  at least one visit,Oceania,296,Kiribati,2009,Female,88.4,-,-,1,1,Source: DHS 2009 Final Report_2009,-,-,-,-,-,-
Antenatal care coverage  at least one visit,Oceania,520,Nauru,2007,Female,94.5,-,-,1,1,Source: DHS_2007,-,-,-,-,-,-
Antenatal care coverage  at least one visit,Oceania,548,Vanuatu,2007,Female,84.3,-,-,1,1,Source: MICS_2007,-,-,-,-,-,-
Antenatal care coverage  at least one visit,Oceania,548,Vanuatu,2013,Female,75.6,-,-,1,1,Source: DHS_2013,-,-,-,-,-,-
Antenatal care coverage  at least one visit,Oceania,570,Niue,2008,Female,100,-,-,1,1,Other NS_2009,-,-,-,-,-,-
Antenatal care coverage  at least one visit,Oceania,570,Niue,2000,Female,100,-,-,1,1,Source: Other NS_2009,-,-,-,-,-,-
Antenatal care coverage  at least one visit,Oceania,570,Niue,2005,Female,100,-,-,1,1,Source: WHO Western Pacific Country Health Information Profile_2011,-,-,-,-,-,-
Antenatal care coverage  at least one visit,Oceania,583,Micronesia (Federated States of),2008,Female,80,-,-,1,1,Other NS_2009,-,-,-,-,-,-
Antenatal care coverage  at least one visit,Oceania,583,Micronesia (Federated States of),2000,Female,80,-,-,1,1,Source: Other NS_2009,-,-,-,-,-,-
Antenatal care coverage  at least one visit,Oceania,584,Marshall Islands,2007,Female,81.2,-,-,1,1,Source: DHS_2007,-,-,-,-,-,-
Antenatal care coverage  at least one visit,Oceania,585,Palau,2008,Female,100,-,-,1,1,Other NS_2009,-,-,-,-,-,-
Antenatal care coverage  at least one visit,Oceania,585,Palau,2000,Female,100,-,-,1,1,Source: Other NS_2009,-,-,-,-,-,-
Antenatal care coverage  at least one visit,Oceania,585,Palau,2007,Female,100,-,-,1,1,Source: Other NS_2007,-,-,-,-,-,-
Antenatal care coverage  at least one visit,Oceania,585,Palau,2009,Female,100,-,-,1,1,-,-,-,-,-,-,-
Antenatal care coverage  at least one visit,Oceania,585,Palau,2010,Female,90.3,-,-,1,1,Source: WHO Western Pacific Country Health Information Profile_2011,-,-,-,-,-,-
Antenatal care coverage  at least one visit,Oceania,598,Papua New Guinea,1996,Female,76.7,-,-,1,1,Source: DHS_1996,-,-,-,-,-,-
Antenatal care coverage  at least one visit,Oceania,598,Papua New Guinea,2006,Female,78.8,-,-,1,1,Source: DHS_2006,-,-,-,-,-,-
Antenatal care coverage  at least one visit,Oceania,776,Tonga,2008,Female,99,-,-,1,1,Other NS_2009,-,-,-,-,-,-
Antenatal care coverage  at least one visit,Oceania,776,Tonga,2000,Female,99,-,-,1,1,Source: Other NS_2009,-,-,-,-,-,-
Antenatal care coverage  at least one visit,Oceania,776,Tonga,2010,Female,97.9,-,-,1,1,Source: WHO Western Pacific Country Health Information Profile_2011,-,-,-,-,-,-
Antenatal care coverage  at least one visit,Oceania,776,Tonga,2012,Female,99,-,-,1,1,Source: DHS_2012,-,-,-,-,-,-
Antenatal care coverage  at least one visit,Oceania,798,Tuvalu,2007,Female,97.4,-,-,1,1,Source: DHS_2007,-,-,-,-,-,-
Antenatal care coverage  at least one visit,Oceania,882,Samoa,2009,Female,93,-,-,1,1,Source: DHS_2009,-,-,-,-,-,-
Antenatal care coverage  at least one visit,Oceania,882,Samoa,2014,Female,93.3,-,-,1,1,Source: DHS_2014,-,-,-,-,-,-
Antenatal care coverage  at least one visit,Sub-Saharan Africa,24,Angola,2007,Female,79.8,-,-,1,1,Other NS_2006-2007,-,-,-,-,-,-
Antenatal care coverage  at least one visit,Sub-Saharan Africa,24,Angola,2006,Female,79.8,-,-,1,1,Source: Other NS_2006-2007,-,-,-,-,-,-
Antenatal care coverage  at least one visit,Sub-Saharan Africa,72,Botswana,2000,Female,96.8,-,-,1,1,Source: MICS_2000,-,-,-,-,-,-
Antenatal care coverage  at least one visit,Sub-Saharan Africa,72,Botswana,2007,Female,94.1,-,-,1,1,Source: Botswana Family Health Survey IV Report _2007,-,-,-,-,-,-
Antenatal care coverage  at least one visit,Sub-Saharan Africa,108,Burundi,2000,Female,78,-,-,1,1,Source: MICS_2000,-,-,-,-,-,-
Antenatal care coverage  at least one visit,Sub-Saharan Africa,108,Burundi,2005,Female,92.4,-,-,1,1,Source: MICS_2005,-,-,-,-,-,-
Antenatal care coverage  at least one visit,Sub-Saharan Africa,108,Burundi,2010,Female,98.9,-,-,1,1,Source: DHS_2010,-,-,-,-,-,-
Antenatal care coverage  at least one visit,Sub-Saharan Africa,120,Cameroon,2000,Female,75.3,-,-,1,1,Source: MICS_2000,-,-,-,-,-,-
Antenatal care coverage  at least one visit,Sub-Saharan Africa,120,Cameroon,1998,Female,78.8,-,-,1,1,Source: DHS_1998,-,-,-,-,-,-
Antenatal care coverage  at least one visit,Sub-Saharan Africa,120,Cameroon,2004,Female,83.3,-,-,1,1,Source: DHS_2004,-,-,-,-,-,-
Antenatal care coverage  at least one visit,Sub-Saharan Africa,120,Cameroon,2006,Female,82,-,-,1,1,Source: MICS_2006,-,-,-,-,-,-
Antenatal care coverage  at least one visit,Sub-Saharan Africa,120,Cameroon,2011,Female,84.7,-,-,1,1,Source: DHS_2011,-,-,-,-,-,-
Antenatal care coverage  at least one visit,Sub-Saharan Africa,120,Cameroon,2014,Female,82.8,-,-,1,1,Source: MICS_2014,-,-,-,-,-,-
Antenatal care coverage  at least one visit,Sub-Saharan Africa,132,Cabo Verde,2005,Female,97.6,-,-,1,1,Source: Other NS_2005,-,-,-,-,-,-
Antenatal care coverage  at least one visit,Sub-Saharan Africa,132,Cabo Verde,1998,Female,99.3,-,-,1,1,Source: Other NS_1998,-,-,-,-,-,-
Antenatal care coverage  at least one visit,Sub-Saharan Africa,140,Central African Republic,2000,Female,62,-,-,1,1,Source: MICS_2000,-,-,-,-,-,-
Antenatal care coverage  at least one visit,Sub-Saharan Africa,140,Central African Republic,2010,Female,68.2,-,-,1,1,Source: MICS_2010,-,-,-,-,-,-
Antenatal care coverage  at least one visit,Sub-Saharan Africa,140,Central African Republic,2006,Female,69.3,-,-,1,1,Source: MICS_2006,-,-,-,-,-,-
Antenatal care coverage  at least one visit,Sub-Saharan Africa,140,Central African Republic,1995,Female,66.9,-,-,1,1,DHS_1994-1995,-,-,-,-,-,-
Antenatal care coverage  at least one visit,Sub-Saharan Africa,148,Chad,2000,Female,41.6,-,-,1,1,Source: MICS_2000,-,-,-,-,-,-
Antenatal care coverage  at least one visit,Sub-Saharan Africa,148,Chad,2010,Female,53.2,-,-,1,1,Source: MICS_2010,-,-,-,-,-,-
Antenatal care coverage  at least one visit,Sub-Saharan Africa,148,Chad,1996,Female,23.4,-,-,1,1,Source: DHS_1996-1997,-,-,-,-,-,-
Antenatal care coverage  at least one visit,Sub-Saharan Africa,148,Chad,2004,Female,38.9,-,-,1,1,Source: DHS_2004,-,-,-,-,-,-
Antenatal care coverage  at least one visit,Sub-Saharan Africa,148,Chad,1997,Female,23.4,-,-,1,1,DHS_1996-1997,-,-,-,-,-,-
Antenatal care coverage  at least one visit,Sub-Saharan Africa,148,Chad,2014,Female,54.7,-,-,1,1,Source: DHS_2014-2015,-,-,-,-,-,-
Antenatal care coverage  at least one visit,Sub-Saharan Africa,174,Comoros,2000,Female,74.3,-,-,1,1,Source: MICS_2000,-,-,-,-,-,-
Antenatal care coverage  at least one visit,Sub-Saharan Africa,174,Comoros,1996,Female,84.5,-,-,1,1,Source: DHS_1996,-,-,-,-,-,-
Antenatal care coverage  at least one visit,Sub-Saharan Africa,174,Comoros,2004,Female,75,-,-,1,1,Source: Other NS_2004,-,-,-,-,-,-
Antenatal care coverage  at least one visit,Sub-Saharan Africa,174,Comoros,2012,Female,92.1,-,-,1,1,Source: DHS - MICS_2012,-,-,-,-,-,-
